county,rep_unit,total,barnes,johnson,paul,SCATTERING
EAU CLAIRE,City of EAU CLAIRE Ward 58,455,279,176,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 59,591,374,216,0,1
EAU CLAIRE,City of EAU CLAIRE Ward 60,548,344,203,0,1
EAU CLAIRE,City of EAU CLAIRE Ward 61,305,207,97,0,1
EAU CLAIRE,City of EAU CLAIRE Ward 62,346,195,150,0,1
EAU CLAIRE,City of EAU CLAIRE Ward 63,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 65,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 66,76,48,28,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 67,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 68,2,1,1,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 69,43,18,25,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 70,298,162,136,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 71,0,0,0,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 72,1,0,1,0,0
EAU CLAIRE,City of EAU CLAIRE Ward 73,0,0,0,0,0
FLORENCE,Town of AURORA Wards 1-3,492,118,374,0,0
FLORENCE,Town of COMMONWEALTH Wards 1-4,214,54,160,0,0
FLORENCE,Town of FENCE Ward 1,113,20,93,0,0
FLORENCE,Town of FERN Ward 1,118,18,100,0,0
FLORENCE,Town of FLORENCE Wards 1-7,1146,320,826,0,0
FLORENCE,Town of HOMESTEAD Ward 1,227,52,175,0,0
FLORENCE,Town of LONG LAKE Ward 1,114,24,90,0,0
FLORENCE,Town of TIPLER Ward 1,94,14,80,0,0
FOND DU LAC,Town of ALTO Wards 1-2,581,84,497,0,0
FOND DU LAC,Town of ASHFORD Wards 1-3,991,197,794,0,0
FOND DU LAC,Town of AUBURN Wards 1-3,1434,248,1186,0,0
FOND DU LAC,Town of BYRON Wards 1-2,946,211,733,0,2
FOND DU LAC,Town of CALUMET Wards 1-2,803,191,612,0,0
FOND DU LAC,Town of EDEN Wards 1-3,610,110,500,0,0
FOND DU LAC,Town of ELDORADO Wards 1-3,799,185,614,0,0
FOND DU LAC,Town of EMPIRE Wards 1-4,1683,529,1153,0,1
FOND DU LAC,"Town of FOND DU LAC Wards 1,2-9",2029,682,1342,0,5
FOND DU LAC,Town of FOREST Wards 1-2,591,104,487,0,0
FOND DU LAC,Town of FRIENDSHIP Wards 1-3,1198,352,845,0,1
FOND DU LAC,Town of LAMARTINE Wards 1-2,993,240,752,0,1
FOND DU LAC,Town of MARSHFIELD Wards 1-2,631,132,498,0,1
FOND DU LAC,Town of METOMEN Wards 1-2,377,87,289,0,1
FOND DU LAC,Town of OAKFIELD Wards 1-2,376,93,283,0,0
FOND DU LAC,Town of OSCEOLA Wards 1-2,1093,224,868,0,1
FOND DU LAC,Town of RIPON Wards 1-2,729,238,491,0,0
FOND DU LAC,Town of ROSENDALE Ward 1,380,100,280,0,0
FOND DU LAC,Town of SPRINGVALE Ward 1,388,82,306,0,0
FOND DU LAC,Town of TAYCHEEDAH Wards 1-6,2771,801,1969,0,1
FOND DU LAC,Town of WAUPUN Wards 1-2,787,173,614,0,0
FOND DU LAC,Village of BRANDON Ward 1,424,124,300,0,0
FOND DU LAC,Village of CAMPBELLSPORT Wards 1-4,890,231,659,0,0
FOND DU LAC,Village of EDEN Ward 1,341,79,262,0,0
FOND DU LAC,Village of FAIRWATER Ward 1,162,36,126,0,0
FOND DU LAC,VILLAGE OF KEWASKUM Ward 6,0,0,0,0,0
FOND DU LAC,Village of MOUNT CALVARY Ward 1,279,65,214,0,0
FOND DU LAC,"Village of NORTH FOND DU LAC Wards 1,2,3,4,5,6,7",1940,868,1072,0,0
FOND DU LAC,Village of OAKFIELD Wards 1-2,539,161,378,0,0
FOND DU LAC,Village of ROSENDALE Wards 1-2,511,124,385,0,2
FOND DU LAC,Village of ST. CLOUD Ward 1,267,66,201,0,0
FOND DU LAC,City of FOND DU LAC Ward 1,484,225,259,0,0
FOND DU LAC,City of FOND DU LAC Ward 2,453,236,216,0,1
FOND DU LAC,City of FOND DU LAC Ward 3,903,410,493,0,0
FOND DU LAC,City of FOND DU LAC Ward 4,512,217,295,0,0
FOND DU LAC,City of FOND DU LAC Ward 5,1128,562,562,0,4
FOND DU LAC,City of FOND DU LAC Ward 6,583,260,323,0,0
FOND DU LAC,City of FOND DU LAC Ward 7,575,237,338,0,0
FOND DU LAC,City of FOND DU LAC Ward 8,762,347,414,0,1
FOND DU LAC,City of FOND DU LAC Ward 9,504,267,236,0,1
FOND DU LAC,City of FOND DU LAC Ward 10,766,338,427,0,1
FOND DU LAC,City of FOND DU LAC Ward 11,389,219,170,0,0
FOND DU LAC,City of FOND DU LAC Ward 12,841,399,442,0,0
FOND DU LAC,City of FOND DU LAC Ward 13,420,187,233,0,0
FOND DU LAC,City of FOND DU LAC Ward 14,636,269,367,0,0
FOND DU LAC,City of FOND DU LAC Ward 15,728,282,446,0,0
FOND DU LAC,City of FOND DU LAC Ward 16,938,432,504,0,2
FOND DU LAC,City of FOND DU LAC Ward 17,1002,407,595,0,0
FOND DU LAC,City of FOND DU LAC Ward 18,1342,497,843,0,2
FOND DU LAC,City of FOND DU LAC Ward 19,552,249,303,0,0
FOND DU LAC,City of FOND DU LAC Ward 20,1067,486,580,0,1
FOND DU LAC,City of FOND DU LAC Ward 21,921,431,488,0,2
FOND DU LAC,City of FOND DU LAC Ward 22,795,319,476,0,0
FOND DU LAC,City of RIPON Wards 1-3,832,342,490,0,0
FOND DU LAC,City of RIPON Wards 4-6,786,401,385,0,0
FOND DU LAC,"City of RIPON Wards 7,8",681,291,390,0,0
FOND DU LAC,City of RIPON Wards 9-11,853,398,454,0,1
FOND DU LAC,"CITY OF WAUPUN Wards 9,10,11,12",1608,457,1145,0,6
FOREST,Town of ALVIN Ward 1,97,23,74,0,0
FOREST,"Town of ARGONNE Wards 1,2",253,70,183,0,0
FOREST,Town of ARMSTRONG CREEK Ward 1,225,60,165,0,0
FOREST,Town of BLACKWELL Ward 1,55,11,44,0,0
FOREST,Town of CASWELL Ward 1,49,8,41,0,0
FOREST,"Town of CRANDON Wards 1,2",281,83,198,0,0
FOREST,Town of FREEDOM Ward 1,236,74,162,0,0
FOREST,Town of HILES Ward 1,227,67,158,0,2
FOREST,Town of LAONA Wards 1-4,544,181,363,0,0
FOREST,Town of LINCOLN Wards 1-5,470,200,270,0,0
FOREST,Town of NASHVILLE Wards 1-3,328,150,176,0,2
FOREST,Town of NASHVILLE Wards 4-5,230,70,159,0,1
FOREST,Town of POPPLE RIVER Ward 1,25,8,17,0,0
FOREST,Town of ROSS Ward 1,80,8,72,0,0
FOREST,"Town of WABENO Wards 1,2,3,4",390,148,242,0,0
FOREST,City of CRANDON Wards 1-4,673,210,461,0,2
GRANT,Town of BEETOWN Wards 1-2,273,58,214,0,1
GRANT,Town of BLOOMINGTON Ward 1,172,54,117,0,1
GRANT,Town of BOSCOBEL Wards 1-3,170,69,101,0,0
GRANT,Town of CASSVILLE Wards 1-2,171,41,130,0,0
GRANT,Town of CASTLE ROCK Ward 1,129,46,83,0,0
GRANT,Town of CLIFTON Ward 1,108,47,61,0,0
GRANT,Town of ELLENBORO Ward 1,275,78,197,0,0
GRANT,Town of FENNIMORE Wards 1-2,206,73,133,0,0
GRANT,Town of GLEN HAVEN Ward 1,166,41,125,0,0
GRANT,Town of HARRISON Ward 1,267,88,179,0,0
GRANT,Town of HAZEL GREEN Wards 1-2,494,221,272,0,1
GRANT,Town of HICKORY GROVE Ward 1,147,48,98,0,1
GRANT,Town of JAMESTOWN Wards 1-3,1026,345,677,0,4
GRANT,Town of LIBERTY Ward 1,199,54,144,0,1
GRANT,Town of LIMA Ward 1,333,136,197,0,0
GRANT,Town of LITTLE GRANT Ward 1,132,34,98,0,0
GRANT,Town of MARION Ward 1,204,61,143,0,0
GRANT,Town of MILLVILLE Ward 1,74,33,41,0,0
GRANT,Town of MOUNT HOPE Ward 1,82,21,61,0,0
GRANT,Town of MOUNT IDA Ward 1,218,64,154,0,0
GRANT,Town of MUSCODA Ward 1,276,96,180,0,0
GRANT,Town of NORTH LANCASTER Ward 1,257,85,171,0,1
GRANT,Town of PARIS Wards 1-2,359,114,244,0,1
GRANT,Town of PATCH GROVE Ward 1,120,49,71,0,0
GRANT,"Town of PLATTEVILLE Wards 1,2",743,356,387,0,0
GRANT,Town of POTOSI Wards 1-2,410,153,257,0,0
GRANT,Town of SMELSER Wards 1-2,418,162,256,0,0
GRANT,"Town of SOUTH LANCASTER Wards 1,2",318,107,211,0,0
GRANT,Town of WATERLOO Ward 1,267,83,183,0,1
GRANT,Town of WATTERSTOWN Wards 1-2,169,58,111,0,0
GRANT,Town of WINGVILLE Ward 1,152,61,91,0,0
GRANT,Town of WOODMAN Ward 1,81,21,60,0,0
GRANT,Town of WYALUSING Ward 1,175,64,111,0,0
GRANT,Village of BAGLEY Ward 1,154,67,87,0,0
GRANT,Village of BLOOMINGTON Ward 1,294,107,187,0,0
GRANT,Village of BLUE RIVER Ward 1,166,78,88,0,0
GRANT,Village of CASSVILLE Wards 1-2,368,145,222,0,1
GRANT,Village of DICKEYVILLE Wards 1-2,485,189,295,0,1
GRANT,Village of HAZEL GREEN Wards 1-2,451,200,251,0,0
GRANT,Village of LIVINGSTON Ward 1,274,129,144,0,1
GRANT,Village of MONTFORT Ward 1,233,112,120,0,1
GRANT,Village of MOUNT HOPE Ward 1,64,25,39,0,0
GRANT,Village of MUSCODA Wards 1-2,432,197,234,0,1
GRANT,Village of PATCH GROVE Ward 1,59,24,35,0,0
GRANT,Village of POTOSI Ward 1,296,98,198,0,0
GRANT,Village of TENNYSON Ward 1,150,48,102,0,0
GRANT,Village of WOODMAN Ward 1,35,11,24,0,0
GRANT,City of BOSCOBEL Wards 1-8,1016,491,524,0,1
GRANT,City of CUBA CITY Wards 1-4,794,396,396,0,2
GRANT,City of FENNIMORE Wards 1-4,926,431,494,0,1
GRANT,City of LANCASTER Wards 1-6,1503,648,854,0,1
GRANT,City of PLATTEVILLE Wards 1-2,1087,649,431,0,7
GRANT,City of PLATTEVILLE Wards 3-4,1149,679,462,0,8
GRANT,City of PLATTEVILLE Wards 5-6,732,424,306,0,2
GRANT,City of PLATTEVILLE Wards 7-9,850,502,346,0,2
GREEN,Town of ADAMS Ward 1,285,148,137,0,0
GREEN,Town of ALBANY Wards 1-2,617,304,312,0,1
GREEN,Town of BROOKLYN Wards 1-3,703,390,313,0,0
GREEN,Town of CADIZ Ward 1,411,147,261,0,3
GREEN,Town of CLARNO Wards 1-2,602,217,385,0,0
GREEN,Town of DECATUR Wards 1-4,880,395,484,0,1
GREEN,"Town of EXETER Wards 1,2,3",1181,689,487,0,5
GREEN,Town of JEFFERSON Wards 1-2,563,192,370,0,1
GREEN,Town of JORDAN Wards 1-2,307,135,172,0,0
GREEN,Town of MONROE Wards 1-2,654,272,379,0,3
GREEN,Town of MOUNT PLEASANT Wards 1-3,363,174,189,0,0
GREEN,Town of NEW GLARUS Wards 1-2,836,471,365,0,0
GREEN,Town of SPRING GROVE Ward 1,434,147,286,0,1
GREEN,Town of SYLVESTER Wards 1-2,581,225,355,0,1
GREEN,Town of WASHINGTON Ward 1,434,212,222,0,0
GREEN,Town of YORK Wards 1-2,604,346,257,0,1
GREEN,Village of ALBANY Wards 1-2,404,238,164,0,2
GREEN,VILLAGE OF BELLEVILLE Ward 3,275,187,88,0,0
GREEN,VILLAGE OF BROOKLYN Ward 2,196,130,66,0,0
GREEN,Village of BROWNTOWN Ward 1,101,36,64,0,1
GREEN,Village of MONTICELLO Wards 1-2,502,298,203,0,1
GREEN,Village of NEW GLARUS Wards 1-4,1139,793,345,0,1
GREEN,City of BRODHEAD Wards 1-6,1111,573,535,0,3
GREEN,City of MONROE Wards 1-9,4297,2378,1911,0,8
GREEN,City of MONROE Ward 10,0,0,0,0,0
GREEN LAKE,Town of BERLIN Wards 1-3,636,144,492,0,0
GREEN LAKE,Town of BROOKLYN Wards 1-3,1174,419,755,0,0
GREEN LAKE,Town of GREEN LAKE Wards 1-2,728,177,550,0,1
GREEN LAKE,Town of KINGSTON Wards 1-2,262,57,205,0,0
GREEN LAKE,Town of MACKFORD Ward 1,260,40,220,0,0
GREEN LAKE,Town of MANCHESTER Ward 1,352,78,274,0,0
GREEN LAKE,Town of MARQUETTE Ward 1,262,66,196,0,0
GREEN LAKE,"Town of PRINCETON Wards 1,2,3",890,279,611,0,0
GREEN LAKE,Town of ST. MARIE Ward 1,208,49,159,0,0
GREEN LAKE,Town of SENECA Ward 1,195,49,145,0,1
GREEN LAKE,Village of KINGSTON Ward 1,164,48,116,0,0
GREEN LAKE,Village of MARQUETTE Ward 1,106,27,79,0,0
GREEN LAKE,City of BERLIN Wards 1-6,1823,665,1157,0,1
GREEN LAKE,City of GREEN LAKE Wards 1-4,525,205,319,0,1
GREEN LAKE,City of MARKESAN Wards 1-3,576,148,428,0,0
GREEN LAKE,City of PRINCETON Wards 1-4,531,175,355,0,1
IOWA,Town of ARENA Wards 1-3,775,437,336,0,2
IOWA,Town of BRIGHAM Wards 1-2,643,397,246,0,0
IOWA,Town of CLYDE Ward 1,191,106,83,0,2
IOWA,"Town of DODGEVILLE Wards 1,2,3",914,533,381,0,0
IOWA,Town of EDEN Ward 1,198,90,108,0,0
IOWA,Town of HIGHLAND Wards 1-4,373,168,204,0,1
IOWA,"Town of LINDEN Wards 1,2",354,137,217,0,0
IOWA,Town of MIFFLIN Ward 1,249,104,145,0,0
IOWA,Town of MINERAL POINT Wards 1-3,515,226,289,0,0
IOWA,Town of MOSCOW Ward 1,337,176,161,0,0
IOWA,Town of PULASKI Ward 1,155,61,93,1,0
IOWA,Town of RIDGEWAY Wards 1-2,347,220,126,0,1
IOWA,Town of WALDWICK Wards 1-3,245,123,122,0,0
IOWA,Town of WYOMING Ward 1,245,153,92,0,0
IOWA,Village of ARENA Ward 1,379,197,182,0,0
IOWA,Village of AVOCA Ward 1,191,78,113,0,0
IOWA,Village of BARNEVELD Wards 1-2,624,335,288,0,1
IOWA,VILLAGE OF BLANCHARDVILLE Ward 2,102,62,40,0,0
IOWA,Village of COBB Ward 1,220,127,93,0,0
IOWA,Village of HIGHLAND Ward 1,363,177,186,0,0
IOWA,Village of HOLLANDALE Ward 1,123,82,39,0,2
IOWA,Village of LINDEN Ward 1,177,98,78,0,1
IOWA,VILLAGE OF LIVINGSTON Ward 2,2,0,2,0,0
IOWA,VILLAGE OF MONTFORT Ward 2,50,29,21,0,0
IOWA,VILLAGE OF MUSCODA Ward 3,9,3,6,0,0
IOWA,Village of REWEY Ward 1,96,50,46,0,0
IOWA,Village of RIDGEWAY Ward 1,308,174,133,0,1
IOWA,City of DODGEVILLE Wards 1-10,2178,1345,825,0,8
IOWA,City of MINERAL POINT Wards 1-6,1258,826,427,0,5
IRON,Town of ANDERSON Ward 1,37,18,19,0,0
IRON,Town of CAREY Ward 1,89,24,65,0,0
IRON,Town of GURNEY Ward 1,92,37,55,0,0
IRON,Town of KIMBALL Ward 1,283,106,177,0,0
IRON,Town of KNIGHT Ward 1,107,40,65,0,2
IRON,Town of MERCER Wards 1-4,990,335,654,0,1
IRON,Town of OMA Ward 1,228,80,148,0,0
IRON,Town of PENCE Ward 1,96,37,58,0,1
IRON,Town of SAXON Ward 1,189,61,128,0,0
IRON,Town of SHERMAN Ward 1,201,66,135,0,0
IRON,City of HURLEY Ward 1,170,67,103,0,0
IRON,City of HURLEY Ward 2,165,68,97,0,0
IRON,City of HURLEY Ward 3,97,48,49,0,0
IRON,City of HURLEY Ward 4,155,52,103,0,0
IRON,City of MONTREAL Wards 1-2,366,158,208,0,0
JACKSON,Town of ADAMS Wards 1-3,714,287,427,0,0
JACKSON,Town of ALBION Wards 1-4,571,231,340,0,0
JACKSON,"Town of ALMA Wards 1,4-5",116,37,79,0,0
JACKSON,Town of ALMA Wards 2-3,305,101,204,0,0
JACKSON,Town of BEAR BLUFF Ward 1,76,7,69,0,0
JACKSON,Town of BROCKWAY Wards 1-6,677,378,299,0,0
JACKSON,Town of CITY POINT Ward 1,96,34,62,0,0
JACKSON,Town of CLEVELAND Ward 1,218,60,158,0,0
JACKSON,Town of CURRAN Ward 1,145,62,83,0,0
JACKSON,Town of FRANKLIN Ward 1,136,56,80,0,0
JACKSON,Town of GARDEN VALLEY Ward 1,199,57,142,0,0
JACKSON,Town of GARFIELD Wards 1-2,325,107,218,0,0
JACKSON,Town of HIXTON Wards 1-2,272,91,181,0,0
JACKSON,Town of IRVING Wards 1-3,318,115,203,0,0
JACKSON,Town of KNAPP Ward 1,163,45,118,0,0
JACKSON,Town of KOMENSKY Ward 1,129,101,28,0,0
JACKSON,Town of MANCHESTER Ward 1,356,109,247,0,0
JACKSON,Town of MELROSE Ward 1,188,57,131,0,0
JACKSON,Town of MILLSTON Wards 1-2,104,33,71,0,0
JACKSON,Town of NORTH BEND Ward 1,217,82,135,0,0
JACKSON,Town of NORTHFIELD Ward 1,297,107,190,0,0
JACKSON,Town of SPRINGFIELD Wards 1-2,207,86,121,0,0
JACKSON,Village of ALMA CENTER Ward 1,189,100,89,0,0
JACKSON,Village of HIXTON Ward 1,168,65,103,0,0
JACKSON,Village of MELROSE Ward 1,207,88,119,0,0
JACKSON,Village of MERRILLAN Ward 1,148,68,80,0,0
JACKSON,Village of MERRILLAN Ward 2,21,7,14,0,0
JACKSON,Village of TAYLOR Ward 1,132,55,77,0,0
JACKSON,City of BLACK RIVER FALLS Ward 1,402,214,188,0,0
JACKSON,City of BLACK RIVER FALLS Ward 2,356,189,167,0,0
JACKSON,City of BLACK RIVER FALLS Ward 3,159,82,77,0,0
JACKSON,City of BLACK RIVER FALLS Ward 4,377,177,200,0,0
JEFFERSON,Town of AZTALAN Wards 1-3,762,302,458,0,2
JEFFERSON,Town of COLD SPRING Ward 1,411,160,250,0,1
JEFFERSON,"Town of CONCORD Wards 1,2",1100,327,772,0,1
JEFFERSON,Town of FARMINGTON Wards 1-3,825,224,601,0,0
JEFFERSON,Town of HEBRON Wards 1-2,599,188,410,0,1
JEFFERSON,Town of IXONIA Wards 1-6,2586,683,1901,0,2
JEFFERSON,Town of JEFFERSON Wards 1-4,1049,353,696,0,0
JEFFERSON,Town of KOSHKONONG Wards 1-6,1921,735,1182,0,4
JEFFERSON,Town of LAKE MILLS Wards 1-3,1274,661,611,0,2
JEFFERSON,Town of MILFORD Wards 1-2,601,234,367,0,0
JEFFERSON,Town of OAKLAND Wards 1-4,1887,1007,877,0,3
JEFFERSON,Town of PALMYRA Wards 1-2,708,213,495,0,0
JEFFERSON,Town of SULLIVAN Wards 1-4,1201,322,879,0,0
JEFFERSON,Town of SUMNER Ward 1,491,193,297,0,1
JEFFERSON,Town of WATERLOO Ward 1,506,198,307,0,1
JEFFERSON,Town of WATERTOWN Wards 1-2,1135,289,845,0,1
JEFFERSON,VILLAGE OF CAMBRIDGE Ward 1,46,27,19,0,0
JEFFERSON,Village of JOHNSON CREEK Wards 1-4,1359,545,814,0,0
JEFFERSON,VILLAGE OF LAC LA BELLE Ward 2,0,0,0,0,0
JEFFERSON,Village of PALMYRA Wards 1-2,761,234,526,0,1
JEFFERSON,Village of SULLIVAN Ward 1,311,95,215,0,1
JEFFERSON,City of FORT ATKINSON Wards 1-12,5024,2753,2257,0,14
JEFFERSON,City of JEFFERSON Wards 1-10,3092,1463,1623,0,6
JEFFERSON,City of LAKE MILLS Wards 1-8,3177,1718,1451,2,6
JEFFERSON,City of WATERLOO Wards 1-5,1450,695,753,1,1
JEFFERSON,City of WATERTOWN Wards 9-10,784,296,487,0,1
JEFFERSON,City of WATERTOWN Wards 11-13,800,276,523,0,1
JEFFERSON,City of WATERTOWN Wards 14-15,613,244,366,0,3
JEFFERSON,City of WATERTOWN Wards 16-17,1090,418,672,0,0
JEFFERSON,City of WATERTOWN Wards 18-19,991,392,598,0,1
JEFFERSON,City of WATERTOWN Wards 20-22,1255,405,845,0,5
JEFFERSON,CITY OF WHITEWATER Wards 11-12,449,273,175,0,1
JEFFERSON,CITY OF WHITEWATER Ward 13,349,218,130,0,1
JUNEAU,Town of ARMENIA Ward 1,357,112,244,0,1
JUNEAU,Town of CLEARFIELD Ward 1,300,89,211,0,0
JUNEAU,Town of CLEARFIELD Ward 2,78,20,58,0,0
JUNEAU,Town of CUTLER Ward 1,186,51,135,0,0
JUNEAU,Town of FINLEY Ward 1,48,10,38,0,0
JUNEAU,Town of FOUNTAIN Wards 1-2,283,84,199,0,0
JUNEAU,Town of GERMANTOWN Ward 1,449,134,315,0,0
JUNEAU,Town of GERMANTOWN Wards 2-3,454,132,322,0,0
JUNEAU,Town of KILDARE Wards 1-3,312,107,205,0,0
JUNEAU,Town of KINGSTON Ward 1,14,1,13,0,0
JUNEAU,Town of LEMONWEIR Wards 1-4,706,258,448,0,0
JUNEAU,Town of LINDINA Ward 1,381,157,224,0,0
JUNEAU,Town of LISBON Ward 1,429,150,279,0,0
JUNEAU,Town of LISBON Ward 2,3,1,2,0,0
JUNEAU,Town of LYNDON Wards 1-3,603,261,340,0,2
JUNEAU,Town of MARION Ward 1,190,48,142,0,0
JUNEAU,Town of NECEDAH Wards 1-6,1118,294,824,0,0
JUNEAU,Town of ORANGE Ward 1,237,61,175,0,1
JUNEAU,Town of PLYMOUTH Ward 1,302,100,202,0,0
JUNEAU,Town of SEVEN MILE CREEK Wards 1-2,166,57,109,0,0
JUNEAU,Town of SUMMIT Ward 1,317,93,224,0,0
JUNEAU,Town of WONEWOC Wards 1-2,308,104,204,0,0
JUNEAU,Village of CAMP DOUGLAS Ward 1,226,76,147,0,3
JUNEAU,Village of HUSTLER Ward 1,82,38,44,0,0
JUNEAU,Village of LYNDON STATION Ward 1,179,78,100,0,1
JUNEAU,Village of NECEDAH Ward 1,352,140,211,0,1
JUNEAU,Village of UNION CENTER Ward 1,97,26,71,0,0
JUNEAU,Village of WONEWOC Ward 1,254,94,158,0,2
JUNEAU,"City of ELROY Wards 1,2,3,4,5,6",450,213,236,0,1
JUNEAU,City of MAUSTON Wards 1-7,1376,637,735,0,4
JUNEAU,City of NEW LISBON Wards 1-7,489,156,329,0,4
JUNEAU,CITY OF WISCONSIN DELLS Ward 7,0,0,0,0,0
KENOSHA,Town of BRIGHTON Wards 1-4,853,218,635,0,0
KENOSHA,Town of PARIS Wards 1-2,850,244,604,0,2
KENOSHA,"Town of RANDALL Wards 1,2,3,4,5,6",1574,490,1082,0,2
KENOSHA,"Town of SOMERS Wards 1,4",65,34,31,0,0
KENOSHA,Town of SOMERS Wards 2-3,389,164,224,0,1
KENOSHA,"Town of WHEATLAND Wards 1,2,3,4,5",1671,542,1123,0,6
KENOSHA,Village of BRISTOL Wards 1-7,2570,865,1698,0,7
KENOSHA,VILLAGE OF GENOA CITY Ward 6,0,0,0,0,0
KENOSHA,Village of PADDOCK LAKE Wards 1-6,1293,431,859,0,3
KENOSHA,Village of PLEASANT PRAIRIE Wards 1-3,2391,1103,1287,0,1
KENOSHA,Village of PLEASANT PRAIRIE Wards 4-5,1379,532,841,0,6
KENOSHA,Village of PLEASANT PRAIRIE Wards 6-7,1539,734,803,0,2
KENOSHA,Village of PLEASANT PRAIRIE Wards 8-10,1731,589,1141,0,1
KENOSHA,Village of PLEASANT PRAIRIE Ward 11,687,302,383,0,2
KENOSHA,Village of PLEASANT PRAIRIE Wards 12-16,2504,1145,1356,0,3
KENOSHA,Village of SALEM LAKES Wards 1-6,2788,927,1849,0,12
KENOSHA,Village of SALEM LAKES Wards 7-10,2287,777,1505,0,5
KENOSHA,Village of SALEM LAKES Wards 11-13,1362,450,908,0,4
KENOSHA,Village of SOMERS Wards 1-4,1362,627,735,0,0
KENOSHA,"Village of SOMERS Wards 5-6,9-10",1195,588,602,0,5
KENOSHA,Village of SOMERS Wards 7-8,603,332,270,0,1
KENOSHA,Village of SOMERS Wards 11-12,849,325,523,0,1
KENOSHA,Village of SOMERS Ward 13,0,0,0,0,0
KENOSHA,Village of TWIN LAKES Wards 1-11,2622,922,1692,4,4
KENOSHA,City of KENOSHA Ward 1,1106,617,488,0,1
KENOSHA,City of KENOSHA Ward 2,591,329,262,0,0
KENOSHA,City of KENOSHA Ward 3,509,315,192,0,2
KENOSHA,City of KENOSHA Ward 4,218,113,105,0,0
KENOSHA,City of KENOSHA Ward 5,413,298,115,0,0
KENOSHA,City of KENOSHA Ward 6,621,401,220,0,0
KENOSHA,City of KENOSHA Ward 7,363,221,140,0,2
KENOSHA,City of KENOSHA Ward 8,450,230,219,0,1
KENOSHA,City of KENOSHA Ward 9,1115,664,450,0,1
KENOSHA,City of KENOSHA Ward 10,177,98,79,0,0
KENOSHA,City of KENOSHA Ward 11,1041,567,473,0,1
KENOSHA,City of KENOSHA Ward 12,685,407,277,0,1
KENOSHA,City of KENOSHA Ward 13,1044,564,479,0,1
KENOSHA,City of KENOSHA Ward 14,661,356,303,0,2
KENOSHA,City of KENOSHA Ward 15,377,267,110,0,0
KENOSHA,City of KENOSHA Ward 16,290,220,70,0,0
KENOSHA,City of KENOSHA Ward 17,220,148,72,0,0
KENOSHA,City of KENOSHA Ward 18,552,343,207,0,2
KENOSHA,City of KENOSHA Ward 19,143,83,58,0,2
KENOSHA,City of KENOSHA Ward 20,190,117,72,0,1
KENOSHA,City of KENOSHA Ward 21,144,105,39,0,0
KENOSHA,City of KENOSHA Ward 22,278,220,57,0,1
KENOSHA,City of KENOSHA Ward 23,277,175,100,0,2
KENOSHA,City of KENOSHA Ward 24,637,371,261,0,5
KENOSHA,City of KENOSHA Ward 25,1237,765,468,0,4
KENOSHA,City of KENOSHA Ward 26,491,270,218,0,3
KENOSHA,City of KENOSHA Ward 27,158,115,43,0,0
KENOSHA,City of KENOSHA Ward 28,255,190,63,0,2
KENOSHA,City of KENOSHA Ward 29,120,86,34,0,0
KENOSHA,City of KENOSHA Ward 30,458,318,140,0,0
KENOSHA,City of KENOSHA Ward 31,683,427,254,0,2
KENOSHA,City of KENOSHA Ward 32,317,194,122,0,1
KENOSHA,City of KENOSHA Ward 33,1133,591,540,0,2
KENOSHA,City of KENOSHA Ward 34,879,488,389,0,2
KENOSHA,City of KENOSHA Ward 35,14,6,8,0,0
KENOSHA,City of KENOSHA Ward 36,458,270,187,0,1
KENOSHA,City of KENOSHA Ward 37,503,280,223,0,0
KENOSHA,City of KENOSHA Ward 38,862,432,425,0,5
KENOSHA,City of KENOSHA Ward 39,870,456,412,0,2
KENOSHA,City of KENOSHA Ward 40,288,161,127,0,0
KENOSHA,City of KENOSHA Ward 41,281,164,115,0,2
KENOSHA,City of KENOSHA Ward 42,743,404,334,0,5
KENOSHA,City of KENOSHA Ward 43,343,196,146,0,1
KENOSHA,City of KENOSHA Ward 44,734,430,301,0,3
KENOSHA,City of KENOSHA Ward 45,452,238,213,0,1
KENOSHA,City of KENOSHA Ward 46,96,56,40,0,0
KENOSHA,City of KENOSHA Ward 47,1085,622,461,0,2
KENOSHA,City of KENOSHA Ward 48,401,208,193,0,0
KENOSHA,City of KENOSHA Ward 49,506,247,259,0,0
KENOSHA,City of KENOSHA Ward 50,513,285,226,0,2
KENOSHA,City of KENOSHA Ward 51,282,150,132,0,0
KENOSHA,City of KENOSHA Ward 52,414,208,203,0,3
KENOSHA,City of KENOSHA Ward 53,1,0,1,0,0
KENOSHA,City of KENOSHA Ward 54,0,0,0,0,0
KENOSHA,City of KENOSHA Ward 55,538,244,294,0,0
KENOSHA,City of KENOSHA Ward 56,725,403,318,0,4
KENOSHA,City of KENOSHA Ward 57,191,115,75,0,1
KENOSHA,City of KENOSHA Ward 58,1199,634,560,0,5
KENOSHA,City of KENOSHA Ward 59,824,388,435,0,1
