county,rep_unit,total,lafollete,loudenbeck,harmon,mcfarland,SCATTERING
MILWAUKEE,City of MILWAUKEE Ward 71,499,426,52,5,15,1
MILWAUKEE,City of MILWAUKEE Ward 72,488,403,68,5,11,1
MILWAUKEE,City of MILWAUKEE Ward 73,414,364,35,8,6,1
MILWAUKEE,City of MILWAUKEE Ward 74,417,344,55,9,8,1
MILWAUKEE,City of MILWAUKEE Ward 75,701,582,95,12,11,1
MILWAUKEE,City of MILWAUKEE Ward 76,739,590,126,8,14,1
MILWAUKEE,City of MILWAUKEE Ward 77,797,581,184,17,15,0
MILWAUKEE,City of MILWAUKEE Ward 78,469,291,150,13,15,0
MILWAUKEE,City of MILWAUKEE Ward 79,1187,802,349,15,20,1
MILWAUKEE,City of MILWAUKEE Ward 80,521,345,154,9,11,2
MILWAUKEE,City of MILWAUKEE Ward 81,573,390,158,13,11,1
MILWAUKEE,City of MILWAUKEE Ward 82,280,210,64,3,3,0
MILWAUKEE,City of MILWAUKEE Ward 83,1294,858,370,47,18,1
MILWAUKEE,City of MILWAUKEE Ward 84,533,478,32,7,16,0
MILWAUKEE,City of MILWAUKEE Ward 85,1123,837,239,28,17,2
MILWAUKEE,City of MILWAUKEE Ward 86,609,460,126,12,11,0
MILWAUKEE,City of MILWAUKEE Ward 87,604,459,127,9,9,0
MILWAUKEE,City of MILWAUKEE Ward 88,843,742,72,6,23,0
MILWAUKEE,City of MILWAUKEE Ward 89,797,617,129,18,28,5
MILWAUKEE,City of MILWAUKEE Ward 90,800,586,178,24,12,0
MILWAUKEE,City of MILWAUKEE Ward 91,238,219,9,4,6,0
MILWAUKEE,City of MILWAUKEE Ward 92,473,422,36,8,6,1
MILWAUKEE,City of MILWAUKEE Ward 93,695,594,80,5,16,0
MILWAUKEE,City of MILWAUKEE Ward 94,551,393,143,4,10,1
MILWAUKEE,City of MILWAUKEE Ward 95,467,434,20,3,10,0
MILWAUKEE,City of MILWAUKEE Ward 96,766,673,74,5,13,1
MILWAUKEE,City of MILWAUKEE Ward 97,451,427,15,5,4,0
MILWAUKEE,City of MILWAUKEE Ward 98,619,580,24,7,6,2
MILWAUKEE,City of MILWAUKEE Ward 99,726,675,31,8,12,0
MILWAUKEE,City of MILWAUKEE Ward 100,301,276,16,1,6,2
MILWAUKEE,City of MILWAUKEE Ward 101,645,615,18,2,9,1
MILWAUKEE,City of MILWAUKEE Ward 102,236,222,4,5,5,0
MILWAUKEE,City of MILWAUKEE Ward 103,294,278,10,3,3,0
MILWAUKEE,City of MILWAUKEE Ward 104,564,538,12,7,5,2
MILWAUKEE,City of MILWAUKEE Ward 105,420,407,8,0,4,1
MILWAUKEE,City of MILWAUKEE Ward 106,281,270,3,2,6,0
MILWAUKEE,City of MILWAUKEE Ward 107,242,229,5,1,5,2
MILWAUKEE,City of MILWAUKEE Ward 108,311,291,14,2,4,0
MILWAUKEE,City of MILWAUKEE Ward 109,305,298,3,0,3,1
MILWAUKEE,City of MILWAUKEE Ward 110,294,281,6,1,5,1
MILWAUKEE,City of MILWAUKEE Ward 111,518,486,13,3,16,0
MILWAUKEE,City of MILWAUKEE Ward 112,216,210,4,1,1,0
MILWAUKEE,City of MILWAUKEE Ward 113,299,277,13,3,5,1
MILWAUKEE,City of MILWAUKEE Ward 114,259,242,10,1,6,0
MILWAUKEE,City of MILWAUKEE Ward 115,372,343,13,5,9,2
MILWAUKEE,City of MILWAUKEE Ward 116,276,256,9,6,4,1
MILWAUKEE,City of MILWAUKEE Ward 117,401,375,10,3,13,0
MILWAUKEE,City of MILWAUKEE Ward 118,408,373,13,5,16,1
MILWAUKEE,City of MILWAUKEE Ward 119,799,701,44,14,40,0
MILWAUKEE,City of MILWAUKEE Ward 120,427,386,24,4,13,0
MILWAUKEE,City of MILWAUKEE Ward 121,738,631,58,14,35,0
MILWAUKEE,City of MILWAUKEE Ward 122,718,637,40,16,24,1
MILWAUKEE,City of MILWAUKEE Ward 123,1033,805,150,27,51,0
MILWAUKEE,City of MILWAUKEE Ward 124,1074,876,110,42,45,1
MILWAUKEE,City of MILWAUKEE Ward 125,820,663,104,24,27,2
MILWAUKEE,City of MILWAUKEE Ward 126,687,506,109,22,49,1
MILWAUKEE,City of MILWAUKEE Ward 127,985,734,213,23,15,0
MILWAUKEE,City of MILWAUKEE Ward 128,1367,1038,273,27,29,0
MILWAUKEE,City of MILWAUKEE Ward 129,690,573,70,23,24,0
MILWAUKEE,City of MILWAUKEE Ward 130,675,569,67,11,27,1
MILWAUKEE,City of MILWAUKEE Ward 131,1008,835,105,39,26,3
MILWAUKEE,City of MILWAUKEE Ward 132,846,703,84,25,34,0
MILWAUKEE,City of MILWAUKEE Ward 133,578,478,60,9,31,0
MILWAUKEE,City of MILWAUKEE Ward 134,785,702,34,9,40,0
MILWAUKEE,City of MILWAUKEE Ward 135,1189,1056,59,22,50,2
MILWAUKEE,City of MILWAUKEE Ward 136,234,213,13,3,5,0
MILWAUKEE,City of MILWAUKEE Ward 137,361,328,16,6,8,3
MILWAUKEE,City of MILWAUKEE Ward 138,406,380,5,5,15,1
MILWAUKEE,City of MILWAUKEE Ward 139,247,231,8,0,8,0
MILWAUKEE,City of MILWAUKEE Ward 140,435,411,9,6,8,1
MILWAUKEE,City of MILWAUKEE Ward 141,390,277,99,8,6,0
MILWAUKEE,City of MILWAUKEE Ward 142,255,239,4,3,9,0
MILWAUKEE,City of MILWAUKEE Ward 143,266,245,6,4,11,0
MILWAUKEE,City of MILWAUKEE Ward 144,372,337,12,3,19,1
MILWAUKEE,City of MILWAUKEE Ward 145,379,349,12,2,15,1
MILWAUKEE,City of MILWAUKEE Ward 146,348,308,27,2,9,2
MILWAUKEE,City of MILWAUKEE Ward 147,212,198,10,2,2,0
MILWAUKEE,City of MILWAUKEE Ward 148,195,187,4,2,2,0
MILWAUKEE,City of MILWAUKEE Ward 149,437,400,18,6,11,2
MILWAUKEE,City of MILWAUKEE Ward 150,330,301,15,5,9,0
MILWAUKEE,City of MILWAUKEE Ward 151,233,209,13,0,10,1
MILWAUKEE,City of MILWAUKEE Ward 152,391,355,20,6,10,0
MILWAUKEE,City of MILWAUKEE Ward 153,352,301,30,7,13,1
MILWAUKEE,City of MILWAUKEE Ward 154,370,347,11,3,9,0
MILWAUKEE,City of MILWAUKEE Ward 155,373,334,25,3,10,1
MILWAUKEE,City of MILWAUKEE Ward 156,808,538,247,10,12,1
MILWAUKEE,City of MILWAUKEE Ward 157,335,319,7,1,7,1
MILWAUKEE,City of MILWAUKEE Ward 158,850,562,228,29,31,0
MILWAUKEE,City of MILWAUKEE Ward 159,322,291,23,2,5,1
MILWAUKEE,City of MILWAUKEE Ward 160,412,353,42,2,15,0
MILWAUKEE,City of MILWAUKEE Ward 161,450,349,79,9,12,1
MILWAUKEE,City of MILWAUKEE Ward 162,1157,881,213,33,29,1
MILWAUKEE,City of MILWAUKEE Ward 163,615,502,88,17,8,0
MILWAUKEE,City of MILWAUKEE Ward 164,1572,1237,265,38,29,3
MILWAUKEE,City of MILWAUKEE Ward 165,281,257,12,2,8,2
MILWAUKEE,City of MILWAUKEE Ward 166,221,204,10,1,5,1
MILWAUKEE,City of MILWAUKEE Ward 167,85,70,13,0,2,0
MILWAUKEE,City of MILWAUKEE Ward 168,221,203,14,2,2,0
MILWAUKEE,City of MILWAUKEE Ward 169,388,354,17,8,7,2
MILWAUKEE,City of MILWAUKEE Ward 170,421,390,19,2,9,1
MILWAUKEE,City of MILWAUKEE Ward 171,386,345,23,5,13,0
MILWAUKEE,City of MILWAUKEE Ward 172,412,379,15,6,12,0
MILWAUKEE,City of MILWAUKEE Ward 173,1586,1297,213,36,39,1
MILWAUKEE,City of MILWAUKEE Ward 174,1215,1000,160,28,26,1
MILWAUKEE,City of MILWAUKEE Ward 175,1412,1220,135,27,27,3
MILWAUKEE,City of MILWAUKEE Ward 176,950,760,145,17,28,0
MILWAUKEE,City of MILWAUKEE Ward 177,1423,1083,279,38,23,0
MILWAUKEE,City of MILWAUKEE Ward 178,976,772,137,33,32,2
MILWAUKEE,City of MILWAUKEE Ward 179,705,562,96,21,26,0
MILWAUKEE,City of MILWAUKEE Ward 180,1145,862,245,20,17,1
MILWAUKEE,City of MILWAUKEE Ward 181,938,728,152,30,28,0
MILWAUKEE,City of MILWAUKEE Ward 182,898,658,198,19,23,0
MILWAUKEE,City of MILWAUKEE Ward 183,633,482,124,13,13,1
MILWAUKEE,City of MILWAUKEE Ward 184,451,321,99,22,9,0
MILWAUKEE,City of MILWAUKEE Ward 185,364,275,76,7,6,0
MILWAUKEE,City of MILWAUKEE Ward 186,588,427,108,21,30,2
MILWAUKEE,City of MILWAUKEE Ward 187,748,511,190,24,23,0
MILWAUKEE,City of MILWAUKEE Ward 188,278,250,16,3,9,0
MILWAUKEE,City of MILWAUKEE Ward 189,278,253,12,3,10,0
MILWAUKEE,City of MILWAUKEE Ward 190,288,235,29,10,14,0
MILWAUKEE,City of MILWAUKEE Ward 191,149,124,10,4,10,1
MILWAUKEE,City of MILWAUKEE Ward 192,140,114,15,4,6,1
MILWAUKEE,City of MILWAUKEE Ward 193,513,428,52,12,21,0
MILWAUKEE,City of MILWAUKEE Ward 194,347,288,44,6,9,0
MILWAUKEE,City of MILWAUKEE Ward 195,387,343,24,2,18,0
MILWAUKEE,City of MILWAUKEE Ward 196,222,192,21,1,8,0
MILWAUKEE,City of MILWAUKEE Ward 197,219,193,16,3,7,0
MILWAUKEE,City of MILWAUKEE Ward 198,554,440,86,12,15,1
MILWAUKEE,City of MILWAUKEE Ward 199,1292,1044,194,20,31,3
MILWAUKEE,City of MILWAUKEE Ward 200,660,477,152,14,17,0
MILWAUKEE,City of MILWAUKEE Ward 201,550,389,133,20,7,1
MILWAUKEE,City of MILWAUKEE Ward 202,561,358,172,21,10,0
MILWAUKEE,City of MILWAUKEE Ward 203,674,418,223,16,17,0
MILWAUKEE,City of MILWAUKEE Ward 204,623,373,215,24,11,0
MILWAUKEE,City of MILWAUKEE Ward 205,464,218,224,13,9,0
MILWAUKEE,City of MILWAUKEE Ward 206,564,350,182,15,17,0
MILWAUKEE,City of MILWAUKEE Ward 207,593,356,207,17,12,1
MILWAUKEE,City of MILWAUKEE Ward 208,663,428,197,21,17,0
MILWAUKEE,City of MILWAUKEE Ward 209,288,214,57,11,6,0
MILWAUKEE,City of MILWAUKEE Ward 210,225,188,23,7,7,0
MILWAUKEE,City of MILWAUKEE Ward 211,174,137,29,2,6,0
MILWAUKEE,City of MILWAUKEE Ward 212,365,278,69,12,5,1
MILWAUKEE,City of MILWAUKEE Ward 213,455,342,90,6,17,0
MILWAUKEE,City of MILWAUKEE Ward 214,264,203,50,7,4,0
MILWAUKEE,City of MILWAUKEE Ward 215,318,247,61,2,8,0
MILWAUKEE,City of MILWAUKEE Ward 216,570,435,109,10,16,0
MILWAUKEE,City of MILWAUKEE Ward 217,288,226,52,4,5,1
MILWAUKEE,City of MILWAUKEE Ward 218,369,279,77,5,8,0
MILWAUKEE,City of MILWAUKEE Ward 219,201,151,42,5,3,0
MILWAUKEE,City of MILWAUKEE Ward 220,187,135,42,1,9,0
MILWAUKEE,City of MILWAUKEE Ward 221,137,116,16,3,2,0
MILWAUKEE,City of MILWAUKEE Ward 222,420,342,63,5,10,0
MILWAUKEE,City of MILWAUKEE Ward 223,457,399,39,8,11,0
MILWAUKEE,City of MILWAUKEE Ward 224,146,122,22,1,1,0
MILWAUKEE,City of MILWAUKEE Ward 225,344,270,62,7,4,1
MILWAUKEE,City of MILWAUKEE Ward 226,141,104,27,0,10,0
MILWAUKEE,City of MILWAUKEE Ward 227,111,87,16,6,2,0
MILWAUKEE,City of MILWAUKEE Ward 228,180,142,25,3,10,0
MILWAUKEE,City of MILWAUKEE Ward 229,181,154,19,2,6,0
MILWAUKEE,City of MILWAUKEE Ward 230,1183,859,272,36,16,0
MILWAUKEE,City of MILWAUKEE Ward 231,266,206,44,7,8,1
MILWAUKEE,City of MILWAUKEE Ward 232,330,280,35,4,9,2
MILWAUKEE,City of MILWAUKEE Ward 233,206,171,29,4,2,0
MILWAUKEE,City of MILWAUKEE Ward 234,166,123,36,1,5,1
MILWAUKEE,City of MILWAUKEE Ward 235,284,223,47,6,8,0
MILWAUKEE,City of MILWAUKEE Ward 236,1043,845,138,34,26,0
MILWAUKEE,City of MILWAUKEE Ward 237,737,587,109,20,21,0
MILWAUKEE,City of MILWAUKEE Ward 238,934,751,146,16,19,2
MILWAUKEE,City of MILWAUKEE Ward 239,1338,1076,211,20,30,1
MILWAUKEE,City of MILWAUKEE Ward 240,1130,888,162,45,35,0
MILWAUKEE,City of MILWAUKEE Ward 241,1045,865,131,22,26,1
MILWAUKEE,City of MILWAUKEE Ward 242,263,198,58,3,4,0
MILWAUKEE,City of MILWAUKEE Ward 243,232,174,48,3,7,0
MILWAUKEE,City of MILWAUKEE Ward 244,118,83,28,2,5,0
MILWAUKEE,City of MILWAUKEE Ward 245,122,90,25,4,3,0
MILWAUKEE,City of MILWAUKEE Ward 246,138,114,21,2,1,0
MILWAUKEE,City of MILWAUKEE Ward 247,357,287,51,10,8,1
MILWAUKEE,City of MILWAUKEE Ward 248,430,321,92,4,12,1
MILWAUKEE,City of MILWAUKEE Ward 249,320,240,66,7,7,0
MILWAUKEE,City of MILWAUKEE Ward 250,247,162,71,9,5,0
MILWAUKEE,City of MILWAUKEE Ward 251,145,86,50,2,7,0
MILWAUKEE,City of MILWAUKEE Ward 252,351,246,94,6,5,0
MILWAUKEE,City of MILWAUKEE Ward 253,737,486,223,15,12,1
MILWAUKEE,City of MILWAUKEE Ward 254,841,506,304,16,15,0
MILWAUKEE,City of MILWAUKEE Ward 255,444,250,171,13,9,1
MILWAUKEE,City of MILWAUKEE Ward 256,540,265,241,21,13,0
MILWAUKEE,City of MILWAUKEE Ward 257,473,292,165,12,4,0
MILWAUKEE,City of MILWAUKEE Ward 258,562,326,216,12,8,0
MILWAUKEE,City of MILWAUKEE Ward 259,395,213,170,6,6,0
MILWAUKEE,City of MILWAUKEE Ward 260,767,422,314,17,14,0
MILWAUKEE,City of MILWAUKEE Ward 261,1076,601,433,22,20,0
MILWAUKEE,City of MILWAUKEE Ward 262,803,392,368,30,12,1
MILWAUKEE,City of MILWAUKEE Ward 263,461,211,224,11,14,1
MILWAUKEE,City of MILWAUKEE Ward 264,416,209,188,13,6,0
MILWAUKEE,City of MILWAUKEE Ward 265,968,512,421,22,12,1
MILWAUKEE,City of MILWAUKEE Ward 266,980,528,422,15,15,0
MILWAUKEE,City of MILWAUKEE Ward 267,881,464,384,17,16,0
MILWAUKEE,City of MILWAUKEE Ward 268,426,224,183,9,10,0
MILWAUKEE,City of MILWAUKEE Ward 269,579,302,240,20,16,1
MILWAUKEE,City of MILWAUKEE Ward 270,946,659,250,18,17,2
MILWAUKEE,City of MILWAUKEE Ward 271,467,283,163,10,11,0
MILWAUKEE,City of MILWAUKEE Ward 272,525,382,122,8,12,1
MILWAUKEE,City of MILWAUKEE Ward 273,209,147,48,3,11,0
MILWAUKEE,City of MILWAUKEE Ward 274,224,136,78,6,4,0
MILWAUKEE,City of MILWAUKEE Ward 275,365,239,103,8,15,0
MILWAUKEE,City of MILWAUKEE Ward 276,954,617,293,17,26,1
MILWAUKEE,City of MILWAUKEE Ward 277,436,308,107,10,10,1
MILWAUKEE,City of MILWAUKEE Ward 278,294,209,66,10,9,0
MILWAUKEE,City of MILWAUKEE Ward 279,323,205,98,10,10,0
MILWAUKEE,City of MILWAUKEE Ward 280,377,250,107,10,9,1
MILWAUKEE,City of MILWAUKEE Ward 281,637,431,172,16,18,0
MILWAUKEE,City of MILWAUKEE Ward 282,635,449,164,15,7,0
MILWAUKEE,City of MILWAUKEE Ward 283,79,62,16,0,1,0
MILWAUKEE,City of MILWAUKEE Ward 284,761,548,188,17,8,0
MILWAUKEE,City of MILWAUKEE Ward 285,746,586,125,19,14,2
MILWAUKEE,City of MILWAUKEE Ward 286,619,483,106,15,15,0
MILWAUKEE,City of MILWAUKEE Ward 287,764,570,171,14,9,0
MILWAUKEE,City of MILWAUKEE Ward 288,1057,864,169,7,17,0
MILWAUKEE,City of MILWAUKEE Ward 289,957,644,256,36,21,0
MILWAUKEE,City of MILWAUKEE Ward 290,636,391,213,18,13,1
MILWAUKEE,City of MILWAUKEE Ward 291,639,430,174,19,16,0
MILWAUKEE,City of MILWAUKEE Ward 292,560,325,210,14,10,1
MILWAUKEE,City of MILWAUKEE Ward 293,890,552,294,16,25,3
MILWAUKEE,City of MILWAUKEE Ward 294,531,353,153,13,11,1
MILWAUKEE,City of MILWAUKEE Ward 295,709,447,236,12,14,0
MILWAUKEE,City of MILWAUKEE Ward 296,814,484,299,15,15,1
MILWAUKEE,City of MILWAUKEE Ward 297,213,134,70,7,2,0
MILWAUKEE,City of MILWAUKEE Ward 298,444,264,165,9,6,0
MILWAUKEE,City of MILWAUKEE Ward 299,710,411,284,11,4,0
MILWAUKEE,City of MILWAUKEE Ward 300,673,355,292,16,9,1
MILWAUKEE,City of MILWAUKEE Ward 301,554,321,211,10,11,1
MILWAUKEE,City of MILWAUKEE Ward 302,627,353,260,9,5,0
MILWAUKEE,City of MILWAUKEE Ward 303,576,301,247,16,12,0
MILWAUKEE,City of MILWAUKEE Ward 304,1064,644,367,31,22,0
MILWAUKEE,City of MILWAUKEE Ward 305,108,91,14,2,1,0
MILWAUKEE,City of MILWAUKEE Ward 306,92,74,9,6,3,0
MILWAUKEE,City of MILWAUKEE Ward 307,105,75,27,1,1,1
MILWAUKEE,City of MILWAUKEE Ward 308,131,89,38,0,4,0
MILWAUKEE,City of MILWAUKEE Ward 309,289,225,49,4,11,0
MILWAUKEE,City of MILWAUKEE Ward 310,302,228,51,10,13,0
MILWAUKEE,City of MILWAUKEE Ward 311,555,355,178,9,13,0
MILWAUKEE,City of MILWAUKEE Ward 312,195,138,52,1,4,0
MILWAUKEE,City of MILWAUKEE Ward 313,389,227,150,6,6,0
MILWAUKEE,City of MILWAUKEE Ward 314,380,183,181,10,6,0
MILWAUKEE,City of MILWAUKEE Ward 315,875,722,124,9,17,3
MILWAUKEE,City of MILWAUKEE Ward 318,126,106,14,2,4,0
MILWAUKEE,City of MILWAUKEE Ward 319,73,51,16,2,4,0
MILWAUKEE,City of MILWAUKEE Ward 320,72,43,27,2,0,0
MILWAUKEE,City of MILWAUKEE Ward 321,199,143,44,7,4,1
MILWAUKEE,City of MILWAUKEE Ward 322,103,101,1,1,0,0
MILWAUKEE,City of MILWAUKEE Ward 323,127,122,1,1,3,0
MILWAUKEE,City of MILWAUKEE Ward 324,188,181,2,1,4,0
MILWAUKEE,City of MILWAUKEE Ward 325,73,66,4,0,3,0
MILWAUKEE,City of MILWAUKEE Ward 326,10,9,0,0,1,0
MILWAUKEE,City of MILWAUKEE Ward 327,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 328,271,228,31,4,7,1
MILWAUKEE,City of MILWAUKEE Ward 329,21,20,0,0,1,0
MILWAUKEE,City of MILWAUKEE Ward 330,122,116,2,0,4,0
MILWAUKEE,City of MILWAUKEE Ward 331,442,380,29,10,22,1
MILWAUKEE,City of MILWAUKEE Ward 332,114,95,11,2,6,0
MILWAUKEE,City of MILWAUKEE Ward 333,17,13,4,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 334,46,42,3,0,1,0
MILWAUKEE,City of MILWAUKEE Ward 335,153,107,31,4,11,0
MILWAUKEE,City of MILWAUKEE Ward 336,127,103,14,4,6,0
MILWAUKEE,City of MILWAUKEE Ward 337,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 338,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 339,26,24,1,0,1,0
MILWAUKEE,City of MILWAUKEE Ward 340,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 341,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 342,61,39,21,1,0,0
MILWAUKEE,City of MILWAUKEE Ward 343,235,123,104,3,5,0
MILWAUKEE,City of MILWAUKEE Ward 344,235,160,72,2,1,0
MILWAUKEE,City of MILWAUKEE Ward 345,402,263,117,13,8,1
MILWAUKEE,City of MILWAUKEE Ward 346,72,57,11,2,2,0
MILWAUKEE,City of MILWAUKEE Ward 347,537,415,97,12,13,0
MILWAUKEE,City of MILWAUKEE Ward 348,538,410,97,17,14,0
MILWAUKEE,City of MILWAUKEE Ward 349,538,271,250,9,8,0
MILWAUKEE,City of MILWAUKEE Ward 350,5,1,4,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 351,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 352,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 353,0,0,0,0,0,0
MILWAUKEE,City of MILWAUKEE Ward 354,0,0,0,0,0,0
MILWAUKEE,City of OAK CREEK Ward 1,819,398,397,14,10,0
MILWAUKEE,City of OAK CREEK Ward 2,911,420,460,18,12,1
MILWAUKEE,City of OAK CREEK Ward 3,1014,486,487,27,14,0
MILWAUKEE,City of OAK CREEK Ward 4,1063,491,532,28,12,0
MILWAUKEE,City of OAK CREEK Ward 5,639,330,277,19,12,1
MILWAUKEE,City of OAK CREEK Ward 6,864,437,397,21,9,0
MILWAUKEE,City of OAK CREEK Ward 7,747,357,369,12,9,0
MILWAUKEE,City of OAK CREEK Ward 8,959,366,557,26,10,0
MILWAUKEE,City of OAK CREEK Ward 9,941,460,448,21,12,0
MILWAUKEE,City of OAK CREEK Ward 10,774,366,388,16,3,1
MILWAUKEE,City of OAK CREEK Ward 11,931,387,507,23,12,2
MILWAUKEE,City of OAK CREEK Ward 12,1076,469,582,14,10,1
MILWAUKEE,City of OAK CREEK Ward 13,1036,457,549,19,11,0
MILWAUKEE,City of OAK CREEK Ward 14,1016,448,537,16,14,1
MILWAUKEE,City of OAK CREEK Ward 15,1040,426,574,21,19,0
MILWAUKEE,City of OAK CREEK Ward 16,574,296,250,13,13,2
MILWAUKEE,City of OAK CREEK Ward 17,772,411,332,16,12,1
MILWAUKEE,City of OAK CREEK Ward 18,671,391,243,20,17,0
MILWAUKEE,City of ST. FRANCIS Wards 1-4,1287,790,436,37,23,1
MILWAUKEE,City of ST. FRANCIS Wards 5-8,1434,827,548,26,32,1
MILWAUKEE,City of ST. FRANCIS Wards 9-12,1877,1177,616,47,35,2
MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,2084,1173,818,56,37,0
MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,1799,911,822,32,32,2
MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,2420,1191,1126,72,28,3
MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,2028,963,971,61,30,3
MILWAUKEE,City of WAUWATOSA Ward 1,1183,884,258,23,18,0
MILWAUKEE,City of WAUWATOSA Ward 2B,79,55,18,2,4,0
MILWAUKEE,City of WAUWATOSA Ward 2A,1128,782,301,22,23,0
MILWAUKEE,City of WAUWATOSA Ward 3,967,709,226,21,10,1
MILWAUKEE,City of WAUWATOSA Ward 4A,609,446,140,10,13,0
MILWAUKEE,City of WAUWATOSA Ward 4B,446,322,109,9,6,0
MILWAUKEE,City of WAUWATOSA Ward 5,1219,854,331,15,19,0
MILWAUKEE,City of WAUWATOSA Ward 6A,400,281,111,4,4,0
MILWAUKEE,City of WAUWATOSA Ward 6B,701,477,193,16,15,0
MILWAUKEE,City of WAUWATOSA Ward 7,1146,686,424,22,14,0
MILWAUKEE,City of WAUWATOSA Ward 8,972,527,415,20,10,0
MILWAUKEE,City of WAUWATOSA Ward 9A,572,315,229,20,8,0
MILWAUKEE,City of WAUWATOSA Ward 9B,464,283,169,8,4,0
MILWAUKEE,City of WAUWATOSA Ward 10,1100,792,269,18,20,1
MILWAUKEE,City of WAUWATOSA Ward 11,1236,770,428,25,13,0
MILWAUKEE,City of WAUWATOSA Ward 12A,0,0,0,0,0,0
MILWAUKEE,City of WAUWATOSA Ward 12B,1143,738,359,27,17,2
MILWAUKEE,City of WAUWATOSA Ward 13,1099,854,209,15,20,1
MILWAUKEE,City of WAUWATOSA Ward 14,1184,888,257,24,15,0
MILWAUKEE,City of WAUWATOSA Ward 15,1007,734,229,19,25,0
MILWAUKEE,City of WAUWATOSA Ward 16,1344,830,473,30,11,0
MILWAUKEE,City of WAUWATOSA Ward 17,1248,831,377,24,15,1
MILWAUKEE,City of WAUWATOSA Ward 18,1153,691,423,25,14,0
MILWAUKEE,City of WAUWATOSA Ward 19,914,558,321,20,15,0
MILWAUKEE,City of WAUWATOSA Ward 20A,869,549,273,32,15,0
MILWAUKEE,City of WAUWATOSA Ward 20B,79,56,21,1,1,0
MILWAUKEE,City of WAUWATOSA Ward 21A,636,413,200,15,8,0
MILWAUKEE,City of WAUWATOSA Ward 21B,169,113,51,4,1,0
MILWAUKEE,City of WAUWATOSA Ward 22,1183,800,337,32,13,1
MILWAUKEE,City of WAUWATOSA Ward 23,1071,619,412,17,23,0
MILWAUKEE,City of WAUWATOSA Ward 24A,806,556,223,15,12,0
MILWAUKEE,City of WAUWATOSA Ward 24B,136,75,58,2,1,0
MILWAUKEE,City of WEST ALLIS Ward 1,1139,749,310,45,34,1
MILWAUKEE,City of WEST ALLIS Ward 2,562,358,173,17,14,0
MILWAUKEE,City of WEST ALLIS Ward 3,794,474,276,20,24,0
MILWAUKEE,City of WEST ALLIS Ward 4,1058,602,402,30,24,0
MILWAUKEE,City of WEST ALLIS Ward 5,831,450,317,31,30,3
MILWAUKEE,City of WEST ALLIS Ward 6,730,424,273,21,11,1
MILWAUKEE,City of WEST ALLIS Ward 7,865,513,296,25,31,0
MILWAUKEE,City of WEST ALLIS Ward 8,982,571,346,35,28,2
MILWAUKEE,City of WEST ALLIS Ward 9,691,382,273,20,16,0
MILWAUKEE,City of WEST ALLIS Ward 10,512,249,241,14,7,1
MILWAUKEE,City of WEST ALLIS Ward 11,835,436,352,26,21,0
MILWAUKEE,City of WEST ALLIS Ward 12,674,378,264,16,15,1
MILWAUKEE,City of WEST ALLIS Ward 13,1033,529,469,19,16,0
MILWAUKEE,City of WEST ALLIS Ward 14,1284,619,597,46,22,0
MILWAUKEE,City of WEST ALLIS Ward 15,156,81,69,2,4,0
MILWAUKEE,City of WEST ALLIS Ward 16,754,441,287,12,14,0
MILWAUKEE,City of WEST ALLIS Ward 17,133,85,45,2,1,0
MILWAUKEE,City of WEST ALLIS Ward 18,1748,880,778,56,31,3
MILWAUKEE,City of WEST ALLIS Ward 19,1287,667,558,39,22,1
MILWAUKEE,City of WEST ALLIS Ward 20,622,290,300,17,15,0
MILWAUKEE,City of WEST ALLIS Ward 21,628,332,275,11,10,0
MILWAUKEE,City of WEST ALLIS Ward 22,76,29,41,3,3,0
MILWAUKEE,City of WEST ALLIS Ward 23,1510,724,718,37,30,1
MILWAUKEE,City of WEST ALLIS Ward 24,717,390,302,17,8,0
MILWAUKEE,City of WEST ALLIS Ward 25,1277,687,540,22,25,3
MILWAUKEE,City of WEST ALLIS Ward 26,1137,598,497,24,17,1
MONROE,Town of ADRIAN Wards 1-2,391,101,277,11,2,0
MONROE,"Town of ANGELO Wards 1,2",580,182,373,13,12,0
MONROE,Town of BYRON Wards 1-2,486,156,308,14,7,1
MONROE,Town of CLIFTON Ward 1,187,74,109,2,2,0
MONROE,Town of GLENDALE Ward 1,305,100,200,2,3,0
MONROE,Town of GRANT Ward 1,218,45,164,3,6,0
MONROE,Town of GREENFIELD Wards 1-2,334,95,227,10,1,1
MONROE,Town of JEFFERSON Ward 1,268,93,166,2,6,1
MONROE,Town of LAFAYETTE Ward 1,170,53,112,3,2,0
MONROE,Town of LA GRANGE Wards 1-2,898,290,582,15,11,0
